NamedEntity-Location: Deutschland |frequenzy: 11308
NamedEntity-Location: Fernseher |frequenzy: 38
NamedEntity-Location: Klimawandels |frequenzy: 37
NamedEntity-Location: Flüchtlingslagern |frequenzy: 37
NamedEntity-Location: Herr Finanzminister |frequenzy: 37
NamedEntity-Location: Griechenlands |frequenzy: 37
NamedEntity-Location: Europäer |frequenzy: 37
NamedEntity-Location: Ausschusses |frequenzy: 37
NamedEntity-Location: Gar |frequenzy: 37
NamedEntity-Location: Jongen |frequenzy: 37
NamedEntity-Location: Koalitionsvertrages |frequenzy: 37
NamedEntity-Location: Throm |frequenzy: 37
NamedEntity-Location: Ratspräsidentschaft |frequenzy: 37
NamedEntity-Location: Söder |frequenzy: 37
NamedEntity-Location: Pflegebedürftigen |frequenzy: 37
NamedEntity-Location: fundamental |frequenzy: 36
NamedEntity-Location: Leim |frequenzy: 36
NamedEntity-Location: Höferlin |frequenzy: 36
NamedEntity-Location: Indonesien |frequenzy: 36
NamedEntity-Location: Welternährungsprogramm |frequenzy: 36
NamedEntity-Location: Sauerland |frequenzy: 36
NamedEntity-Location: Nordsee |frequenzy: 36
NamedEntity-Location: Zusammenlebens |frequenzy: 36
NamedEntity-Location: Handlungsbedarf |frequenzy: 36
NamedEntity-Location: Sanktionen |frequenzy: 36
NamedEntity-Location: Vietnam |frequenzy: 36
NamedEntity-Location: Madrid |frequenzy: 36
NamedEntity-Location: Steuergeldern |frequenzy: 36
NamedEntity-Location: Anleger |frequenzy: 36
NamedEntity-Location: Mitarbeitern |frequenzy: 36
NamedEntity-Location: Steinen |frequenzy: 35
NamedEntity-Location: Nord- |frequenzy: 35
NamedEntity-Location: Quatsch |frequenzy: 35
NamedEntity-Location: Bürger |frequenzy: 35
NamedEntity-Location: Freistaat Bayern |frequenzy: 35
NamedEntity-Location: Erbil |frequenzy: 35
NamedEntity-Location: Umweltverbänden |frequenzy: 35
NamedEntity-Location: Homeschooling |frequenzy: 35
NamedEntity-Location: deutschen Staat |frequenzy: 35
NamedEntity-Location: Kommunen |frequenzy: 35
NamedEntity-Location: Weimar |frequenzy: 35
NamedEntity-Location: Pestizide |frequenzy: 34
NamedEntity-Location: Schinnenburg |frequenzy: 34
NamedEntity-Location: Gesundheitsministeriums |frequenzy: 34
NamedEntity-Location: Nordmazedonien |frequenzy: 34
NamedEntity-Location: Xinjiang |frequenzy: 34
NamedEntity-Location: Verfassungsgerichts |frequenzy: 34
NamedEntity-Location: erstens |frequenzy: 34
NamedEntity-Location: Wirtschaftsweisen |frequenzy: 34
NamedEntity-Location: HaraldWeinbergDIE LINKEHarald Weinberg |frequenzy: 34
NamedEntity-Location: Bedarfs |frequenzy: 34
NamedEntity-Location: den Niederlanden |frequenzy: 34
NamedEntity-Location: Nachbesserungen |frequenzy: 34
NamedEntity-Location: Rom |frequenzy: 34
NamedEntity-Location: Sensburg |frequenzy: 33
NamedEntity-Location: Telemedizin |frequenzy: 33
NamedEntity-Location: Iraks |frequenzy: 33
NamedEntity-Location: schlau |frequenzy: 33
NamedEntity-Location: Mutationen |frequenzy: 33
NamedEntity-Location: Ehrgeiz |frequenzy: 33
NamedEntity-Location: Millionenhöhe |frequenzy: 33
NamedEntity-Location: Tarif |frequenzy: 33
NamedEntity-Location: Gefährder |frequenzy: 33
NamedEntity-Location: Steuerzahlern |frequenzy: 33
NamedEntity-Location: Wissenschaftlichen Dienstes |frequenzy: 33
NamedEntity-Location: Rhein |frequenzy: 33
NamedEntity-Location: Corona-Warn-App |frequenzy: 33
NamedEntity-Location: Knast |frequenzy: 33
NamedEntity-Location: Herr Hilse |frequenzy: 33
NamedEntity-Location: Eisbergs |frequenzy: 33
NamedEntity-Location: Entlastungen |frequenzy: 33
NamedEntity-Location: Senegal |frequenzy: 33
NamedEntity-Location: Beitragssatz |frequenzy: 33
NamedEntity-Location: Azubis |frequenzy: 33
NamedEntity-Location: Holland |frequenzy: 32
NamedEntity-Location: Afghanistans |frequenzy: 32
NamedEntity-Location: Dublin |frequenzy: 32
NamedEntity-Location: Gebäuden |frequenzy: 32
NamedEntity-Location: Russen |frequenzy: 32
NamedEntity-Location: Wandels |frequenzy: 32
NamedEntity-Location: Bauland |frequenzy: 32
NamedEntity-Location: Steuermittel |frequenzy: 32
NamedEntity-Location: Feinstaub |frequenzy: 32
NamedEntity-Location: Bürokratieabbau |frequenzy: 32
NamedEntity-Location: Wort |frequenzy: 32
NamedEntity-Location: Kreises |frequenzy: 32
NamedEntity-Location: Arbeitgebers |frequenzy: 32
NamedEntity-Location: Kreativen |frequenzy: 32
NamedEntity-Location: Berichtes |frequenzy: 32
NamedEntity-Location: Regelsatz |frequenzy: 32
NamedEntity-Location: Minister Heil |frequenzy: 32
NamedEntity-Location: Verkehrsministerium |frequenzy: 32
NamedEntity-Location: Irans |frequenzy: 32
NamedEntity-Location: Barrieren |frequenzy: 31
NamedEntity-Location: RoderichKiesewetterCDU |frequenzy: 31
NamedEntity-Location: Namibia |frequenzy: 31
NamedEntity-Location: Vorkommnisse |frequenzy: 31
NamedEntity-Location: Kohlekommission |frequenzy: 31
NamedEntity-Location: Balkans |frequenzy: 31
NamedEntity-Location: Afrikaner |frequenzy: 31
NamedEntity-Location: Flughafen |frequenzy: 31
NamedEntity-Location: Smartphone |frequenzy: 31
NamedEntity-Location: BMU |frequenzy: 31
NamedEntity-Location: Kuba |frequenzy: 31
NamedEntity-Location: Parlamentariern |frequenzy: 31
NamedEntity-Location: nein |frequenzy: 31
NamedEntity-Location: Küstenschutzes |frequenzy: 31
NamedEntity-Location: Den Haag |frequenzy: 31
NamedEntity-Location: europäischen Staaten |frequenzy: 31
NamedEntity-Location: Dortmund |frequenzy: 31
NamedEntity-Location: Novemberhilfen |frequenzy: 31
NamedEntity-Location: Bundesministerium des Innern |frequenzy: 31
NamedEntity-Location: Mond |frequenzy: 31
NamedEntity-Location: Ihr Haus |frequenzy: 31
NamedEntity-Location: Richtige |frequenzy: 31
NamedEntity-Location: Islamische Staat |frequenzy: 31
NamedEntity-Location: Cybergrooming |frequenzy: 30
NamedEntity-Location: Windkraftanlagen |frequenzy: 30
NamedEntity-Location: Frankfurt am Main |frequenzy: 30
NamedEntity-Location: Mauretanien |frequenzy: 30
NamedEntity-Location: deutsche Staat |frequenzy: 30
NamedEntity-Location: bemessen |frequenzy: 30
NamedEntity-Location: UllaJelpkeDIE LINKEUlla Jelpke |frequenzy: 30
NamedEntity-Location: Wohngipfel |frequenzy: 30
NamedEntity-Location: Landtagswahl |frequenzy: 30
NamedEntity-Location: Helsinki |frequenzy: 30
NamedEntity-Location: SteffenKotréAfDSteffen Kotré |frequenzy: 30
NamedEntity-Location: Uploadfiltern |frequenzy: 30
NamedEntity-Location: Kulturbereich |frequenzy: 29
NamedEntity-Location: EckhardtRehbergCDU |frequenzy: 29
NamedEntity-Location: Palästina |frequenzy: 29
NamedEntity-Location: Europol |frequenzy: 29
NamedEntity-Location: Hirte |frequenzy: 29
NamedEntity-Location: Spitzensteuersatz |frequenzy: 29
NamedEntity-Location: Vorsorge |frequenzy: 29
NamedEntity-Location: Nahe |frequenzy: 29
NamedEntity-Location: DirkWieseSPDDirk Wiese |frequenzy: 29
NamedEntity-Location: G-20-Gipfel |frequenzy: 29
NamedEntity-Location: Mainz |frequenzy: 29
NamedEntity-Location: Gädechens |frequenzy: 29
NamedEntity-Location: Einzelfällen |frequenzy: 29
NamedEntity-Location: Umweltbundesamt |frequenzy: 29
NamedEntity-Location: Berlins |frequenzy: 29
NamedEntity-Location: Kamerun |frequenzy: 29
NamedEntity-Location: Steueroasen |frequenzy: 29
NamedEntity-Location: Vertrauens |frequenzy: 29
NamedEntity-Location: Bundesgerichtshofs |frequenzy: 29
NamedEntity-Location: Auslandseinsatz |frequenzy: 29
NamedEntity-Location: Minsk |frequenzy: 29
NamedEntity-Location: Spiering |frequenzy: 29
NamedEntity-Location: Afghanistan-Einsatz |frequenzy: 28
NamedEntity-Location: Deutschlandfunk |frequenzy: 28
NamedEntity-Location: AlexanderKraußCDU |frequenzy: 28
NamedEntity-Location: Egal |frequenzy: 28
NamedEntity-Location: Russischen Föderation |frequenzy: 28
NamedEntity-Location: Kolumbien |frequenzy: 28
NamedEntity-Location: Herr Bundesminister |frequenzy: 28
NamedEntity-Location: Kontakt |frequenzy: 28
NamedEntity-Location: Kroatien |frequenzy: 28
NamedEntity-Location: Hilfetelefon |frequenzy: 28
NamedEntity-Location: Inzidenzwerte |frequenzy: 28
NamedEntity-Location: Stellenaufwuchs |frequenzy: 28
NamedEntity-Location: Libyens |frequenzy: 28
NamedEntity-Location: Grundlagen |frequenzy: 28
NamedEntity-Location: Mittelstand |frequenzy: 28
NamedEntity-Location: Netzwerkdurchsetzungsgesetzes |frequenzy: 28
NamedEntity-Location: Einiges |frequenzy: 27
NamedEntity-Location: Prenzlauer Berg |frequenzy: 27
NamedEntity-Location: Spielregeln |frequenzy: 27
NamedEntity-Location: Leiden |frequenzy: 27
NamedEntity-Location: Berufsgruppen |frequenzy: 27
NamedEntity-Location: Generaldebatte |frequenzy: 27
NamedEntity-Location: Unterstützen |frequenzy: 27
NamedEntity-Location: Einfach |frequenzy: 27
NamedEntity-Location: Saarbrücken |frequenzy: 27
NamedEntity-Location: Kopf |frequenzy: 27
NamedEntity-Location: Mietern |frequenzy: 27
NamedEntity-Location: Heimen |frequenzy: 27
NamedEntity-Location: Löbel |frequenzy: 27
NamedEntity-Location: Bereichen |frequenzy: 27
NamedEntity-Location: Formulierungen |frequenzy: 27
NamedEntity-Location: Kraftfahrt-Bundesamt |frequenzy: 27
NamedEntity-Location: Bielefeld |frequenzy: 27
NamedEntity-Location: Betroffene |frequenzy: 27
NamedEntity-Location: Ausländern |frequenzy: 26
NamedEntity-Location: schreibe |frequenzy: 26
NamedEntity-Location: Elbe |frequenzy: 26
NamedEntity-Location: Arbeitsverhältnissen |frequenzy: 26
NamedEntity-Location: Eigenheim |frequenzy: 26
NamedEntity-Location: Weißrussland |frequenzy: 26
NamedEntity-Location: Wohngeldes |frequenzy: 26
NamedEntity-Location: Euro-Krise |frequenzy: 26
NamedEntity-Location: Tesla |frequenzy: 26
NamedEntity-Location: Oh |frequenzy: 26
NamedEntity-Location: Ansprechpartner |frequenzy: 26
NamedEntity-Location: SimoneBarrientosDIE LINKESimone |frequenzy: 26
NamedEntity-Location: Werter |frequenzy: 26
NamedEntity-Location: Außenministerium |frequenzy: 26
NamedEntity-Location: Merken |frequenzy: 26
NamedEntity-Location: Italiens |frequenzy: 26
NamedEntity-Location: Hotspots |frequenzy: 26
NamedEntity-Location: absehbarer Zeit |frequenzy: 26
NamedEntity-Location: Tausenden |frequenzy: 26
NamedEntity-Location: Castellucci |frequenzy: 26
NamedEntity-Location: Tasche |frequenzy: 26
NamedEntity-Location: Rot |frequenzy: 26
NamedEntity-Location: Digitalministerium |frequenzy: 26
NamedEntity-Location: Gesundheitssystem |frequenzy: 26
NamedEntity-Location: Europe |frequenzy: 25
NamedEntity-Location: Schutzsuchende |frequenzy: 25
NamedEntity-Location: Übrigens |frequenzy: 25
NamedEntity-Location: Chile |frequenzy: 25
NamedEntity-Location: Organspenden |frequenzy: 25
NamedEntity-Location: Athen |frequenzy: 25
NamedEntity-Location: Spurwechsel |frequenzy: 25
NamedEntity-Location: O |frequenzy: 25
NamedEntity-Location: Pflegebedürftige |frequenzy: 25
NamedEntity-Location: Berlin-Mitte |frequenzy: 25
NamedEntity-Location: Willsch |frequenzy: 25
NamedEntity-Location: bitter |frequenzy: 25
NamedEntity-Location: Jerusalem |frequenzy: 25
NamedEntity-Location: Bundesministerium |frequenzy: 25
NamedEntity-Location: Erinnerns |frequenzy: 25
NamedEntity-Location: Mieterinnen |frequenzy: 25
NamedEntity-Location: Bochum |frequenzy: 25
NamedEntity-Location: Kurdinnen |frequenzy: 25
NamedEntity-Location: Panama Papers |frequenzy: 25
NamedEntity-Location: Kunduz |frequenzy: 25
NamedEntity-Location: Impfen |frequenzy: 25
NamedEntity-Location: Verlustrücktrag |frequenzy: 25
NamedEntity-Location: GRÜNENKordula Schulz-Asche |frequenzy: 25
NamedEntity-Location: Staat Israel |frequenzy: 25
NamedEntity-Location: Milliarde |frequenzy: 25
NamedEntity-Location: Jung |frequenzy: 25
NamedEntity-Location: Kampfes |frequenzy: 25
NamedEntity-Location: Herr Maas |frequenzy: 25
NamedEntity-Location: EU-Richtlinien |frequenzy: 25
NamedEntity-Location: Laschet |frequenzy: 25
NamedEntity-Location: Terminservice- |frequenzy: 25
NamedEntity-Location: nationales |frequenzy: 25
NamedEntity-Location: Umweltminister |frequenzy: 25
NamedEntity-Location: Westafrika |frequenzy: 25
NamedEntity-Location: Unfug |frequenzy: 25
NamedEntity-Location: Nichthandeln |frequenzy: 25
NamedEntity-Location: Zukunftsfonds |frequenzy: 25
NamedEntity-Location: Jena |frequenzy: 25
NamedEntity-Location: Älteren |frequenzy: 25
NamedEntity-Location: “ |frequenzy: 24
NamedEntity-Location: Schwarz-Rot |frequenzy: 24
NamedEntity-Location: Mittelständler |frequenzy: 24
NamedEntity-Location: GRÜNENAnja Hajduk |frequenzy: 24
NamedEntity-Location: Jamaika-Verhandlungen |frequenzy: 24
NamedEntity-Location: Kindergeld |frequenzy: 24
NamedEntity-Location: Nawalny |frequenzy: 24
NamedEntity-Location: Wenigstens |frequenzy: 24
NamedEntity-Location: Damaskus |frequenzy: 24
NamedEntity-Location: Bolsonaro |frequenzy: 24
NamedEntity-Location: Herr Kollege |frequenzy: 24
NamedEntity-Location: Nord |frequenzy: 24
NamedEntity-Location: Synagoge |frequenzy: 24
NamedEntity-Location: griechischen Regierung |frequenzy: 24
NamedEntity-Location: Statistischen Bundesamtes |frequenzy: 24
NamedEntity-Location: Wissenschaftliche Dienst |frequenzy: 24
NamedEntity-Location: Rheinland |frequenzy: 24
NamedEntity-Location: Beiträgen |frequenzy: 24
NamedEntity-Location: ThomasErndlCDU/CSUThomas Erndl |frequenzy: 24
NamedEntity-Location: Obdachlosen |frequenzy: 24
NamedEntity-Location: Bundesweit |frequenzy: 24
NamedEntity-Location: Kultureinrichtungen |frequenzy: 24
NamedEntity-Location: Freiburg |frequenzy: 24
NamedEntity-Location: OliverKrischerBÜNDNIS |frequenzy: 24
NamedEntity-Location: Chancen |frequenzy: 24
NamedEntity-Location: anderswo |frequenzy: 24
NamedEntity-Location: Parlamentes |frequenzy: 24
NamedEntity-Location: Sahelzone |frequenzy: 24
NamedEntity-Location: Schuldenberg |frequenzy: 24
NamedEntity-Location: Mögen |frequenzy: 23
NamedEntity-Location: Djir-Sarai |frequenzy: 23
NamedEntity-Location: Kaukasus |frequenzy: 23
NamedEntity-Location: Altersvorsorge |frequenzy: 23
NamedEntity-Location: Krauß |frequenzy: 23
NamedEntity-Location: Minsker |frequenzy: 23
NamedEntity-Location: Weißen Haus |frequenzy: 23
NamedEntity-Location: Franken |frequenzy: 23
NamedEntity-Location: legal |frequenzy: 23
NamedEntity-Location: Bundesrepublik Deutschland  |frequenzy: 23
NamedEntity-Location: Verteidigungsministeriums |frequenzy: 23
NamedEntity-Location: MarcHenrichmannCDU |frequenzy: 23
NamedEntity-Location: Bezieher |frequenzy: 23
NamedEntity-Location: Herr Spangenberg |frequenzy: 23
NamedEntity-Location: Bundesumweltministerin |frequenzy: 23
NamedEntity-Location: Tag |frequenzy: 23
NamedEntity-Location: klipp |frequenzy: 23
NamedEntity-Location: Unser Land |frequenzy: 23
NamedEntity-Location: Herr Koeppen |frequenzy: 23
NamedEntity-Location: Rahmenbedingungen |frequenzy: 23
NamedEntity-Location: CSUKarin |frequenzy: 23
NamedEntity-Location: Ruanda |frequenzy: 23
NamedEntity-Location: Ramelow |frequenzy: 23
NamedEntity-Location: Mohrs |frequenzy: 23
NamedEntity-Location: Islamischen Staates |frequenzy: 23
NamedEntity-Location: Haushaltsplan |frequenzy: 23
NamedEntity-Location: Oellers |frequenzy: 23
NamedEntity-Location: Prag |frequenzy: 23
NamedEntity-Location: Sozialversicherungsbeiträgen |frequenzy: 23
NamedEntity-Location: Spanier |frequenzy: 23
NamedEntity-Location: Lohn |frequenzy: 23
NamedEntity-Location: Urlaub |frequenzy: 23
NamedEntity-Location: Sachverstand |frequenzy: 23
NamedEntity-Location: Darknet |frequenzy: 23
NamedEntity-Location: CanselKiziltepeSPDCansel Kiziltepe |frequenzy: 23
NamedEntity-Location: Gröhe |frequenzy: 23
NamedEntity-Location: Lippen |frequenzy: 23
NamedEntity-Location: Kinderarmut |frequenzy: 23
NamedEntity-Location: Herr Braun |frequenzy: 23
NamedEntity-Location: Sahara |frequenzy: 23
NamedEntity-Location: Kompromissen |frequenzy: 23
NamedEntity-Location: Herr Fricke |frequenzy: 23
NamedEntity-Location: Arbeitnehmern |frequenzy: 23
NamedEntity-Location: FrankHeinrichCDU |frequenzy: 23
NamedEntity-Location: Antarktis |frequenzy: 23
NamedEntity-Location: GRÜNENErhard Grundl |frequenzy: 23
NamedEntity-Location: Dschibuti |frequenzy: 23
NamedEntity-Location: Schranken |frequenzy: 22
NamedEntity-Location: Menschenhandel |frequenzy: 22
NamedEntity-Location: landab |frequenzy: 22
NamedEntity-Location: Ohren |frequenzy: 22
NamedEntity-Location: Minderjährigen |frequenzy: 22
NamedEntity-Location: Waffenembargos |frequenzy: 22
NamedEntity-Location: Kauder |frequenzy: 22
NamedEntity-Location: Sankt Petersburg |frequenzy: 22
NamedEntity-Location: Ausbildungsmarkt |frequenzy: 22
NamedEntity-Location: Sonderinitiativen |frequenzy: 22
NamedEntity-Location: Anhörungen |frequenzy: 22
NamedEntity-Location: Barrientos |frequenzy: 22
NamedEntity-Location: Rohstoffen |frequenzy: 22
NamedEntity-Location: AfD |frequenzy: 22
NamedEntity-Location: Klischees |frequenzy: 22
NamedEntity-Location: Mehrwertsteuer |frequenzy: 22
NamedEntity-Location: Bundesminister Spahn |frequenzy: 22
NamedEntity-Location: Kollege Daldrup |frequenzy: 22
NamedEntity-Location: Beirut |frequenzy: 22
NamedEntity-Location: GRÜNENKatja Keul |frequenzy: 22
NamedEntity-Location: Jugendlichen |frequenzy: 22
NamedEntity-Location: deutschen Grenze |frequenzy: 22
NamedEntity-Location: Bartol |frequenzy: 22
NamedEntity-Location: Chancengerechtigkeit |frequenzy: 22
NamedEntity-Location: Kenia |frequenzy: 22
NamedEntity-Location: Philippinen |frequenzy: 22
NamedEntity-Location: Wem |frequenzy: 22
NamedEntity-Location: Pflegepersonal |frequenzy: 22
NamedEntity-Location: Tel Aviv |frequenzy: 22
NamedEntity-Location: Atlantik |frequenzy: 22
NamedEntity-Location: Rentenniveaus |frequenzy: 22
NamedEntity-Location: Görlitz |frequenzy: 22
NamedEntity-Location: Abgeordnetenbüros |frequenzy: 22
NamedEntity-Location: Europarecht |frequenzy: 22
NamedEntity-Location: Nahrungsmitteln |frequenzy: 22
NamedEntity-Location: Lissabon |frequenzy: 22
NamedEntity-Location: Knoerig |frequenzy: 22
NamedEntity-Location: Lockdowns |frequenzy: 22
NamedEntity-Location: Zurückweisungen |frequenzy: 22
NamedEntity-Location: Flensburg |frequenzy: 22
NamedEntity-Location: Ihrem Etat |frequenzy: 22
NamedEntity-Location: Grübel |frequenzy: 22
NamedEntity-Location: Kapschack |frequenzy: 21
NamedEntity-Location: Schulen |frequenzy: 21
NamedEntity-Location: Neu |frequenzy: 21
NamedEntity-Location: Niederbayern |frequenzy: 21
NamedEntity-Location: Abendlandes |frequenzy: 21
NamedEntity-Location: Ergebnissen |frequenzy: 21
NamedEntity-Location: Stück |frequenzy: 21
NamedEntity-Location: Coronakrise |frequenzy: 21
NamedEntity-Location: Hilfen |frequenzy: 21
NamedEntity-Location: Lebensgefahr |frequenzy: 21
NamedEntity-Location: Kaczmarek |frequenzy: 21
NamedEntity-Location: AnsgarHevelingCDU |frequenzy: 21
NamedEntity-Location: Gemeinden |frequenzy: 21
NamedEntity-Location: Slowenien |frequenzy: 21
NamedEntity-Location: Ausländerzentralregister |frequenzy: 21
NamedEntity-Location: Gutes |frequenzy: 21
NamedEntity-Location: Montenegro |frequenzy: 21
NamedEntity-Location: Sicherheitsinteressen |frequenzy: 21
